"","X1","X2","X4","X6","X8","NRM","UPC","INDEPENDENT","FDC","UFA","DP","PPP","SDP","JEEMA","PDP","CP","LDT","W","NA"
"178",178,"ARUA","AYIVU COUNTY","OLUKO","WANDI",NA,NA,NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,"ARUA","AYIVU COUNTY","OLUKO","WANDI","166 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,"ARUA","AYIVU COUNTY","OLUKO","OMBOKORO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,"ARUA","AYIVU COUNTY","OLUKO","ONZIVU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,"ARUA","AYIVU COUNTY","OLUKO","YABIAVOKO","738 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",183,"ARUA","AYIVU COUNTY","OLUKO","YABIAVOKO",NA,NA,NA,"237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,"ARUA","AYIVU COUNTY","OLUKO","BUNYU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,"ARUA","AYIVU COUNTY","OLUKO","TURU","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,"ARUA","AYIVU COUNTY","OLUKO","TURU",NA,NA,NA,"139 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",187,"ARUA","AYIVU COUNTY","OLUKO","ANIPI",NA,NA,NA,"311 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",188,"ARUA","AYIVU COUNTY","OLUKO","ANIPI","203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",189,"ARUA","AYIVU COUNTY","OLUKO","AMBEKO",NA,NA,NA,"228 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,"ARUA","AYIVU COUNTY","OLUKO","AMBEKO","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,"ARUA","AYIVU COUNTY","PAJULU","ADALAFU","291 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",192,"ARUA","AYIVU COUNTY","PAJULU","ADALAFU",NA,NA,NA,"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",193,"ARUA","AYIVU COUNTY","PAJULU","DRIWALA",NA,NA,NA,"146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,"ARUA","AYIVU COUNTY","PAJULU","DRIWALA","201 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,"ARUA","AYIVU COUNTY","PAJULU","DRIWALA",NA,NA,"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",196,"ARUA","AYIVU COUNTY","PAJULU","ETORI",NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",197,"ARUA","AYIVU COUNTY","PAJULU","ETORI","256 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",198,"ARUA","AYIVU COUNTY","PAJULU","ALIVU","199 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",199,"ARUA","AYIVU COUNTY","PAJULU","ALIVU",NA,NA,NA,"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,"ARUA","AYIVU COUNTY","PAJULU","POKEA","89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,"ARUA","AYIVU COUNTY","PAJULU","POKEA",NA,NA,NA,"153 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",202,"ARUA","AYIVU COUNTY","PAJULU","ORUGBO",NA,NA,NA,NA,NA,NA,"105",NA,NA,NA,NA,NA,NA,NA
"203",203,"ARUA","AYIVU COUNTY","PAJULU","ORUGBO",NA,NA,NA,"219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,"ARUA","AYIVU COUNTY","PAJULU","ORUGBO","228 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",205,"ARUA","AYIVU COUNTY","PAJULU","YIVU","385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,"ARUA","AYIVU COUNTY","PAJULU","YIVU",NA,NA,NA,"475 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,"ARUA","AYIVU COUNTY","PAJULU","KOMITE",NA,NA,"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,"ARUA","AYIVU COUNTY","PAJULU","KOMITE",NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",209,"ARUA","AYIVU COUNTY","PAJULU","KOMITE","197 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,"ARUA","AYIVU COUNTY","PAJULU","NYARACU","209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,"ARUA","AYIVU COUNTY","PAJULU","NYARACU",NA,NA,NA,"222 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,"ARUA","AYIVU COUNTY","MANIBE","ELEKU",NA,NA,NA,"288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,"ARUA","AYIVU COUNTY","MANIBE","ELEKU","336 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,"ARUA","AYIVU COUNTY","MANIBE","ODRAVU",NA,NA,NA,"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",215,"ARUA","AYIVU COUNTY","MANIBE","ODRAVU","264 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",216,"ARUA","AYIVU COUNTY","MANIBE","LUFE","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",217,"ARUA","AYIVU COUNTY","MANIBE","OMBACHI","289 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,"ARUA","AYIVU COUNTY","MANIBE","OMBACHI",NA,NA,NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",219,"ARUA","AYIVU COUNTY","MANIBE","OREKU",NA,NA,NA,"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",220,"ARUA","AYIVU COUNTY","MANIBE","OREKU","191 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",221,"ARUA","AYIVU COUNTY","MANIBE","EWADRI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",222,"ARUA","AYIVU COUNTY","MANIBE","OMBOKORO",NA,NA,NA,"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",223,"ARUA","AYIVU COUNTY","MANIBE","OMBOKORO","272 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",224,"ARUA","AYIVU COUNTY","MANIBE","ROBU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",225,"ARUA","AYIVU COUNTY","DADAMU","ARIWARA",NA,NA,NA,"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",226,"ARUA","AYIVU COUNTY","DADAMU","ARIWARA",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",227,"ARUA","AYIVU COUNTY","DADAMU","ARIWARA",NA,NA,"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",228,"ARUA","AYIVU COUNTY","DADAMU","ARIWARA","274 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",229,"ARUA","AYIVU COUNTY","DADAMU","ARIVU",NA,NA,NA,"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",230,"ARUA","AYIVU COUNTY","DADAMU","ARIVU","143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",231,"ARUA","AYIVU COUNTY","DADAMU","ARIVU",NA,NA,"150 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",232,"ARUA","AYIVU COUNTY","DADAMU","YAPI",NA,NA,NA,NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA
"233",233,"ARUA","AYIVU COUNTY","DADAMU","YAPI","198 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",234,"ARUA","AYIVU COUNTY","DADAMU","YAPI",NA,NA,"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",235,"ARUA","AYIVU COUNTY","DADAMU","YAPI",NA,NA,NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",236,"ARUA","AYIVU COUNTY","DADAMU","ODRAVU","388 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",237,"ARUA","AYIVU COUNTY","DADAMU","ODRAVU",NA,NA,NA,"201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",238,"ARUA","AYIVU COUNTY","DADAMU","LUVU",NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",239,"ARUA","AYIVU COUNTY","DADAMU","LUVU","294 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",240,"ARUA","AYIVU COUNTY","DADAMU","TANGANYIKA",NA,NA,"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",241,"ARUA","AYIVU COUNTY","DADAMU","TANGANYIKA",NA,NA,NA,"183 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",242,"ARUA","AYIVU COUNTY","DADAMU","TANGANYIKA","122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",243,"ARUA","AYIVU COUNTY","DADAMU","ODULUBA","289 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",244,"ARUA","AYIVU COUNTY","DADAMU","ODULUBA",NA,NA,NA,"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",245,"ARUA","AYIVU COUNTY","AYIVUNI","MBARAKA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",246,"ARUA","AYIVU COUNTY","AYIVUNI","KUBO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",247,"ARUA","AYIVU COUNTY","AYIVUNI","OLEVU","485 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",248,"ARUA","AYIVU COUNTY","AYIVUNI","OLEVU",NA,NA,"174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",249,"ARUA","AYIVU COUNTY","AYIVUNI","ANZU","534 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",250,"ARUA","AYIVU COUNTY","AYIVUNI","ANZU",NA,NA,NA,"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",251,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","OCEBU",NA,NA,"162 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",252,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","OCEBU","126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",253,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","OCEBU",NA,NA,NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",254,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","ADRAA",NA,NA,NA,"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",255,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","ADRAA","306 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",256,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","ADRAA",NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",257,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","ORIBU","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",258,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","ORIBU",NA,NA,NA,"521 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",259,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","ELIBU",NA,NA,"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",260,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","ELIBU","293 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",261,"ARUA","MADI‐OKOLLO COUNTY","OFFAKA","ELIBU",NA,NA,NA,"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",262,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","PAMVARA",NA,NA,NA,"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",263,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","PAMVARA","207 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",264,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","AYAVU","211 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",265,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","AYAVU",NA,NA,NA,"182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",266,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","OLALI",NA,NA,NA,"213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",267,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","OLALI","415 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",268,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","ENYIO","204 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",269,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","ENYIO",NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",270,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","YACHI",NA,NA,NA,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",271,"ARUA","MADI‐OKOLLO COUNTY","OGOKO","YACHI","171 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",272,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","AJIBU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","BAITO",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",274,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","BAITO",NA,NA,"213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",275,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","BAITO","343 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",276,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","OKOLLO","371 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",277,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","OKOLLO",NA,NA,NA,"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",278,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","OKOLLO",NA,NA,"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",279,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","ONYOMU","255 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",280,"ARUA","MADI‐OKOLLO COUNTY","OKOLLO","ONYOMU",NA,NA,"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",281,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","ANIPI",NA,NA,NA,"130 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",282,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","ANIPI",NA,"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",283,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","AWUVU",NA,NA,"296 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",284,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","AWUVU",NA,NA,NA,"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",285,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","AWUVU","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",286,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","ERAMVA",NA,NA,NA,"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",287,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","ERAMVA",NA,"264 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",288,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","ERAMVA","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",289,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","ERAMVA",NA,NA,"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",290,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","GBULUKUATUNI","236 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",291,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","GBULUKUATUNI",NA,NA,NA,"124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",292,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","BANDILI","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",293,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","MANAGO",NA,NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",294,"ARUA","MADI‐OKOLLO COUNTY","RHINO CAMP","MANAGO","112 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",295,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","LUBA","349 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",296,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","LUBA",NA,NA,NA,"345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",297,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","ODOI",NA,NA,NA,"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",298,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","ODOI","287 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",299,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","ALIBA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",300,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","ODUBU",NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",301,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","ODUBU","115 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",302,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","OCEA",NA,NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",303,"ARUA","MADI‐OKOLLO COUNTY","RIGBO","OCEA","139 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",304,"ARUA","MADI‐OKOLLO COUNTY","ULEPPI","KATIYI",NA,NA,NA,"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",305,"ARUA","MADI‐OKOLLO COUNTY","ULEPPI","KATIYI","445 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",306,"ARUA","MADI‐OKOLLO COUNTY","ULEPPI","LAWURA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",307,"ARUA","MADI‐OKOLLO COUNTY","ULEPPI","ARARA",NA,NA,NA,"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",308,"ARUA","MADI‐OKOLLO COUNTY","ULEPPI","ARARA","307 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",309,"ARUA","MADI‐OKOLLO COUNTY","ANYIRIBU","YILLI",NA,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",310,"ARUA","MADI‐OKOLLO COUNTY","ANYIRIBU","YILLI",NA,NA,"94 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",311,"ARUA","MADI‐OKOLLO COUNTY","ANYIRIBU","AYUU",NA,NA,NA,"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",312,"ARUA","MADI‐OKOLLO COUNTY","ANYIRIBU","AYUU","142 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",313,"ARUA","MADI‐OKOLLO COUNTY","ANYIRIBU","BONDO","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",314,"ARUA","MADI‐OKOLLO COUNTY","ANYIRIBU","OMII","118 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",315,"ARUA","MADI‐OKOLLO COUNTY","ANYIRIBU","OMII",NA,NA,NA,"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",316,"ARUA","MADI‐OKOLLO COUNTY","PAWOR","PARABOK",NA,NA,NA,"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",317,"ARUA","MADI‐OKOLLO COUNTY","PAWOR","PARABOK","416 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",318,"ARUA","MADI‐OKOLLO COUNTY","PAWOR","PANDUKU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",319,"ARUA","MADI‐OKOLLO COUNTY","PAWOR","NDAVU","289 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",320,"ARUA","MADI‐OKOLLO COUNTY","PAWOR","NDAVU",NA,NA,NA,"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",321,"ARUA","MADI‐OKOLLO COUNTY","PAWOR","OLYEVU","299 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",322,"ARUA","MADI‐OKOLLO COUNTY","PAWOR","OLYEVU",NA,NA,NA,"139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",323,"ARUA","MADI‐OKOLLO COUNTY","EWANGA","EWANGURU","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",324,"ARUA","MADI‐OKOLLO COUNTY","EWANGA","DUMUNGA",NA,NA,"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",325,"ARUA","MADI‐OKOLLO COUNTY","EWANGA","DUMUNGA","97 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",326,"ARUA","MADI‐OKOLLO COUNTY","EWANGA","ROGA","88 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",327,"ARUA","MADI‐OKOLLO COUNTY","EWANGA","ROGA",NA,NA,NA,"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",328,"ARUA","MADI‐OKOLLO COUNTY","EWANGA","WAKA‐DINYA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",329,"ARUA","MADI‐OKOLLO COUNTY","EWANGA","KIRANGA","NA Unopposed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",330,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","ONZORO","274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",331,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","ONZORO",NA,NA,NA,"409 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",332,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","ARIPIA","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",333,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","ARIPIA",NA,NA,NA,"299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",334,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","ARIPIA",NA,NA,"321 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",335,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","ARIPIA",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",336,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","EREA",NA,NA,NA,"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",337,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","EREA","501 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",338,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","EREA",NA,NA,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",339,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","ONAI",NA,NA,NA,"366 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",340,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","ONAI","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",341,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","OTREVU",NA,NA,NA,"308 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",342,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","OTREVU","251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",343,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","PARANGA",NA,NA,NA,"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",344,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","PARANGA",NA,"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","PARANGA","330 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",346,"ARUA","TEREGO COUNTY","AII‐VU/AJIVU","AYURI","616 Winner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
